Date;Time;Location;Operator;Flight;Route;Type;Registration;cn/In;Aboard;Fatalities;Ground;Summary;Latitude;Longitude
10/08/2001;08:10:00;Milan, Italy;Scandinavian Airlines (SAS) / Private;686 / -;Milan - Copenhagen / Milan - Paris;MD-87 / Cessna 525A Citation II;SE-DMA / D-IEVX;53009/ 525A-0036;11400;1140;400;The aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures. Communication between the aircraft and the tower had been 'in English and Italian,' as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility, control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood.;454641943;91896346
06/24/1975;16:05:00;JFK Airport, New York, New York;Eastern Air Lines;66;New Orleans - New York City;Boeing B-727-225;N8845E;20443/837;12400;1130;0;The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air trafficontrol personnel and the flightcrew that a severe weather hazard existed along the approach path.;40642947900000000;-737793733748521
07/31/1992;12:45:00;Near Kathmandu, Nepal;Thai Airways;311;Bangkok - Kathmandu;Airbus A310-304;HS-TID;438;11300;1130;0;After experiencing difficulty in deploying the flaps while approaching Katmandu, the landing was aborted.  The ATC did not have radar service. After some confusing exchanges between the tower and the aircraft, the crew headed north instead of south to begin its second approach. The aircraft flew into a near vertical mountain wall at 240 knots. In the final seconds, the captain assessed the Ground Proximity Warning System warning as false. The accident was caused by a combination of occurrences, errors and actions by both the crew and ATC. The initial problem with the flaps, the lack of radar service, a misread chart by the crew, communication difficulties and the use of non-standard phraseology among other items led to the accident.;277019771;853510111
07/19/1989;16:00:00;Sioux City, Iowa;United Air Lines;232;Denver, CO - Chicago, IL;McDonnell Douglas DC-10-10;N1819U;46618;29800;1120;0;Catastrophifailure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage.The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulisystems. Subject of the 1992 TV-movie 'Crash Landing: The Rescue of Flight 232.';424966815;-964058782
03/04/1962;18:20:00;Douala, Cameroon;Caledonian Airways;153;Douala - Lisboa;Douglas DC-7C;G-ARUD;45160/754;11100;1110;0;The aircraft had a unusually long take-off run and appeared to gain altitude with difficulty. One and one-half miles from the runway the aircraft struck trees and crashed into a tidal swamp and burst into flames.  A jammed right elevator spring tab caused the crew to lose of control of the aircraft.;40429408;9706203
05/11/1996;14:15:00;Everglades, Miami, Florida;ValuJet;592;Miami - Atlanta;McDonnell Douglas DC-9-32;N904VJ;47377/496;11000;1100;0;The aircraft crashed 18 miles NW of Miami airport  in a remote part of the Everglades. Shortly after taking off, after the crew reported fire and smoke in the cabin and cockpit. The in-flight fire was caused by activation of one or more oxygen generators in the forward cargo hold. The generators were outdated, improperly labeled, lacked safety caps and were prohibited from being transported on a passenger flight. The loss of control resulted either from flight control failure or incapacitation of the crew due to extreme heat and smoke.  Candi Kubeck was the first American female commercial airline captain to be killed in a crash. San Diego Chargers running back Rodney Culver, 26, and his wife were among the passengers killed as was singer, songwriter Walter Hyatt, 46.;257765778;-8018886998578400
07/05/1970;08:09:00;Toronto, Canada;Air Canada;621;Montreal - Toronto - Los Angeles;McDonnell Douglas DC-8-63;CF-TIW;46114/526;10900;1090;0;While attempting to land at Toronto, at approximately 60 feet above the runway, the spoilers were inadvertently deployed causing the aircraft to fall to the runway and lose the No. 4 engine. With the wing on fire, the captain decided to go-around but while circling the plane lost the No. 3 engine and eventually went into a seep dive and crashed. Inadvertent deployment of the spoilers by the first officer while the aircraft was still in the air. Faulty design by allowing the spoiler handle to perform two different unrelated tasks (lift to arm and pull to deploy). After the crash McDonnell Douglas denied there was any design flaw and the FAA decided to issue an Airworthiness Directive requiring a warning placard on all DC8s. After two and possibly three more crashed with the same cause an AD was issued requiring a safety lock be installed.;436534817;-793839347
07/25/2000;16:44:00;Gonesse, France;Air France;4590;Paris - New York City;Aerospatiale BAe Concorde 101;F-BTSC;203;10900;1090;400;The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history.;489863555;24500537
07/31/1992;15:12:00;Nanjing, Jiangsu, China;China General Aviation Corporation;7552;Nanjing - Xiamen;Yakovlev YAK-42D;B-2755;2116644;12600;1080;0;The aircraft failed to gain altitude after lift-off, touched down again and overran the runway bursting into flames 2,000 feet past the runway. Possible engine failure.;320615513;1187915619
04/22/1974;15:26:00;Grogak, Bali, Indonesia;Pan American World Airways;812;Hong Kong - Bali, Indonesia - Sydney, Austrailia;Boeing B-707-321C;N446PA;19268/544;10700;1070;0;The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatidirection finder. The aircraft was named Clipper Climax.;-85509257;1151245796931720
11/27/1989;07:16:00;Bogota, Colombia;AVIANCA;203;Bogota - Cali;Boeing B-727-21;HK-1803;19035/272;10700;1070;300;The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.;46529539;-740835643
09/22/1993;18:30:00;Sukhumi, Georgia;Transair Georgia Airlines;;Tbilisi - Sukhumi;Tupolev TU-154B;CCCP-85163;76A-163;13200;1060;0;The aircraft was hit by a missile then crash landed on the runway. Terrorist act  by Abkhazian rebels.;43003430700000000;4100255952429070
12/19/1997;16:13:00;Near Palembang, Indonesia;SilkAir;185;Jakarta - Hatta - Singapore;Boeing B-737-300;9V-TRF;28556/2851;10400;1040;0;The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover.;-29700595;1047397568
02/02/1998;11:00:00;Pagalungan, Philippines;Cebu PacifiAir;387;Tacloban - Cagayan de Oro;McDonnell Douglas DC-9-32;RP-C1507;47069/175;10400;1040;0;Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was 'leveling off at 5,000 feet sir.'  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment.;70599392;1246992377
